"accessCode","userID","fastestRT_user","highestLevel_user","highestLevelTrialCount_user","trialCount_user","nLevels_user","timePlayed_difficulty","HITS_user","Hit_AvgRT_user","Hit_SDRT_user","MISSED_user","Miss_AvgRT_user","Miss_SDRT_user","WRONG_user","Wrong_AvgRT_user","Wrong_SDRT_user","first_count","first_count_correct","RuleChange_Accuracy_Pct","HITS_diff_Easy","HITS_diff_Medium","HITS_diff_Difficult","Hit_AvgRT_diff_Easy","Hit_AvgRT_diff_Medium","Hit_AvgRT_diff_Difficult","Hit_SDRT_diff_Easy","Hit_SDRT_diff_Medium","Hit_SDRT_diff_Difficult","DifficultyTrialCount_Easy","DifficultyTrialCount_Medium","DifficultyTrialCount_Difficult","Difficulty_Hits_Easy","Difficulty_Hits_Medium","Difficulty_Hits_Difficult","Accuracy_Pct_diff_Easy","Accuracy_Pct_diff_Medium","Accuracy_Pct_diff_Difficult","count_afterWrong_HIT","count_afterWrong_MISSED","count_afterWrong_WRONG","count_afterWrong_NA","avgRT_afterWrong_HIT","avgRT_afterWrong_MISSED","avgRT_afterWrong_WRONG","n_afterWrong","accuracy_afterWrong","highestLevelPct_user","percentCorrect_user","HitRate_user","FARate_user","DPrime_user","fastestRT_diff_Easy","fastestRT_diff_Medium","fastestRT_diff_Difficult","highestLevel_diff_Easy","highestLevel_diff_Medium","highestLevel_diff_Difficult","highestLevelTrialCount_diff_Easy","highestLevelTrialCount_diff_Medium","highestLevelTrialCount_diff_Difficult","trialCount_diff_Easy","trialCount_diff_Medium","trialCount_diff_Difficult","nLevels_diff_Easy","nLevels_diff_Medium","nLevels_diff_Difficult","timePlayed_difficulty_Easy","timePlayed_difficulty_Medium","timePlayed_difficulty_Difficult","HITS_diff_Easy1","HITS_diff_Medium1","HITS_diff_Difficult1","Hit_AvgRT_diff_Easy1","Hit_AvgRT_diff_Medium1","Hit_AvgRT_diff_Difficult1","Hit_SDRT_diff_Easy1","Hit_SDRT_diff_Medium1","Hit_SDRT_diff_Difficult1","MISSED_diff_Easy","MISSED_diff_Medium","MISSED_diff_Difficult","Miss_AvgRT_diff_Easy","Miss_AvgRT_diff_Medium","Miss_AvgRT_diff_Difficult","Miss_SDRT_diff_Easy","Miss_SDRT_diff_Medium","Miss_SDRT_diff_Difficult","WRONG_diff_Easy","WRONG_diff_Medium","WRONG_diff_Difficult","Wrong_AvgRT_diff_Easy","Wrong_AvgRT_diff_Medium","Wrong_AvgRT_diff_Difficult","Wrong_SDRT_diff_Easy","Wrong_SDRT_diff_Medium","Wrong_SDRT_diff_Difficult","highestLevelPct_diff_Easy","highestLevelPct_diff_Medium","highestLevelPct_diff_Difficult","percentCorrect_diff_Easy","percentCorrect_diff_Medium","percentCorrect_diff_Difficult","HitRate_diff_Easy","HitRate_diff_Medium","HitRate_diff_Difficult","FARate_diff_Easy","FARate_diff_Medium","FARate_diff_Difficult","DPrime_diff_Easy","DPrime_diff_Medium","DPrime_diff_Difficult","fastestRT_sess_1","fastestRT_sess_2","fastestRT_sess_3","fastestRT_sess_4","fastestRT_sess_5","fastestRT_sess_6","highestLevel_sess_1","highestLevel_sess_2","highestLevel_sess_3","highestLevel_sess_4","highestLevel_sess_5","highestLevel_sess_6","highestTrialCount_sess_1","highestTrialCount_sess_2","highestTrialCount_sess_3","highestTrialCount_sess_4","highestTrialCount_sess_5","highestTrialCount_sess_6","trialCount_sess_1","trialCount_sess_2","trialCount_sess_3","trialCount_sess_4","trialCount_sess_5","trialCount_sess_6","nLevels_sess_1","nLevels_sess_2","nLevels_sess_3","nLevels_sess_4","nLevels_sess_5","nLevels_sess_6","timePlayed_sess_1","timePlayed_sess_2","timePlayed_sess_3","timePlayed_sess_4","timePlayed_sess_5","timePlayed_sess_6","HITS_sess_1","HITS_sess_2","HITS_sess_3","HITS_sess_4","HITS_sess_5","HITS_sess_6","Hit_AvgRT_sess_1","Hit_AvgRT_sess_2","Hit_AvgRT_sess_3","Hit_AvgRT_sess_4","Hit_AvgRT_sess_5","Hit_AvgRT_sess_6","Hit_SDRT_sess_1","Hit_SDRT_sess_2","Hit_SDRT_sess_3","Hit_SDRT_sess_4","Hit_SDRT_sess_5","Hit_SDRT_sess_6","MISSED_sess_1","MISSED_sess_2","MISSED_sess_3","MISSED_sess_4","MISSED_sess_5","MISSED_sess_6","Miss_AvgRT_sess_1","Miss_AvgRT_sess_2","Miss_AvgRT_sess_3","Miss_AvgRT_sess_4","Miss_AvgRT_sess_5","Miss_AvgRT_sess_6","Miss_SDRT_sess_1","Miss_SDRT_sess_2","Miss_SDRT_sess_3","Miss_SDRT_sess_4","Miss_SDRT_sess_5","Miss_SDRT_sess_6","WRONG_sess_1","WRONG_sess_2","WRONG_sess_3","WRONG_sess_4","WRONG_sess_5","WRONG_sess_6","Wrong_AvgRT_sess_1","Wrong_AvgRT_sess_2","Wrong_AvgRT_sess_3","Wrong_AvgRT_sess_4","Wrong_AvgRT_sess_5","Wrong_AvgRT_sess_6","Wrong_SDRT_sess_1","Wrong_SDRT_sess_2","Wrong_SDRT_sess_3","Wrong_SDRT_sess_4","Wrong_SDRT_sess_5","Wrong_SDRT_sess_6","highestLevelPct_sess_1","highestLevelPct_sess_2","highestLevelPct_sess_3","highestLevelPct_sess_4","highestLevelPct_sess_5","highestLevelPct_sess_6","percentCorrect_sess_1","percentCorrect_sess_2","percentCorrect_sess_3","percentCorrect_sess_4","percentCorrect_sess_5","percentCorrect_sess_6","HitRate_sess_1","HitRate_sess_2","HitRate_sess_3","HitRate_sess_4","HitRate_sess_5","HitRate_sess_6","FARate_sess_1","FARate_sess_2","FARate_sess_3","FARate_sess_4","FARate_sess_5","FARate_sess_6","DPrime_sess_1","DPrime_sess_2","DPrime_sess_3","DPrime_sess_4","DPrime_sess_5","DPrime_sess_6"
"ATMBF18","17084",0,"SpaceCakesLevel 2-3-2",40,1173,20,"2815",938,1.46045683251599,1.03776618437474,3,2.73952466666667,1.32798385174683,232,1.5300205887931,1.29305971548236,9,5,0.56,473,465,NA,1.10230229027484,1.82477317333333,NA,0.864286016869481,1.07292214150446,NA,575,598,NA,473,465,NA,0.822608695652174,0.777591973244147,NA,170,2,59,1,1.70818685470588,3.1420395,1.74409113050847,231,0.735930735930736,3,80,0.8,0.2,1.68324246714583,0.01591,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 2-3-2",NA,30,40,NA,575,598,NA,9,11,NA,"1645","1170",NA,473,465,NA,1.10230229027484,1.82477317333333,NA,0.864286016869481,1.07292214150446,NA,0,3,NA,NA,2.73952466666667,NA,NA,1.32798385174683,NA,102,130,NA,1.44851590294118,1.59397041923077,NA,1.44704896257347,1.15984006582264,NA,5,7,NA,82,78,NA,0.82,0.78,NA,0.18,0.22,NA,1.83073017568563,1.54438642837737,NA,0.46708,0.416415,0.01591,0,0.01629,NA,"SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-4-0","SpaceCakesLevel 0-2-2","SpaceCakesLevel 2-2-0","SpaceCakesLevel 2-3-2",NA,5,30,60,59,40,NA,95,180,300,339,259,NA,4,5,6,8,5,NA,"230","592","823","646","524",NA,83,155,235,261,204,NA,1.11844079759036,1.49172022387097,0.839752180425532,2.12253430651341,1.44381407647059,NA,0.425927408124669,1.07512311925523,0.716026854405333,1.11989471217386,0.874682942346597,NA,0,0,0,3,0,NA,NA,NA,NA,2.73952466666667,NA,NA,NA,NA,NA,1.32798385174683,NA,NA,12,25,65,75,55,NA,1.706175825,2.282380784,1.08023065538462,1.95935651466667,1.09571665272727,NA,0.694221810825673,1.43659960052802,1.42335351432962,1.20337196608056,0.889316069458298,NA,5,17,20,17,15,NA,87,86,78,77,79,NA,0.87,0.86,0.78,0.77,0.79,NA,0.13,0.14,0.22,0.22,0.21,NA,2.2527822580776,2.16063868162991,1.54438642837737,1.5110400633739,1.61284249403648,NA
"ATMBF18","17087",0,"SpaceCakesLevel 3-4-0",18,1948,36,"4068",1680,1.43086186857143,0.858357378829613,36,0.749914011111111,1.01170515063796,232,1.57869039875,1.06941937037546,18,14,0.78,808,858,14,1.20984067462871,1.61345852808858,2.9963755,0.793358605208816,0.851484439363291,0.642838842996947,874,1056,18,808,858,14,0.924485125858124,0.8125,0.777777777777778,174,1,57,NA,1.69656973333333,1.0014,1.32838987192982,232,0.75,1,86,0.86,0.12,2.25530613288105,0,0.0164,1.735631,"SpaceCakesLevel 0-4-10","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-4-0",30,60,18,874,1056,18,16,19,1,"1925","2102","41",808,858,14,1.20984067462871,1.61345852808858,2.9963755,0.793358605208816,0.851484439363291,0.642838842996947,6,30,0,0.8117175,0.737553313333333,NA,0.507136321355018,1.09088256011377,NA,60,168,4,1.44483432333333,1.60141675660714,2.6320245,1.19340343022499,1.01565110186471,0.873348493844048,3,6,100,92,81,78,0.92,0.81,0.76,0.07,0.16,0.24,2.8808625884888,1.87235417826098,1.41260512568018,0,0.4839,0.4164,0.0164,0.706435,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-4-10","SpaceCakesLevel 2-4-1","SpaceCakesLevel 3-4-0",NA,40,60,30,46,18,NA,370,120,514,486,458,NA,10,3,15,10,9,NA,"813","275","1092","936","952",NA,306,114,500,363,397,NA,1.16095082941176,1.28936637894737,1.1798449028,1.56096585895317,1.87671576826196,NA,0.709167854192397,1.06710668723375,0.731830170838671,0.855483987142069,0.84336206906247,NA,6,0,0,30,0,NA,0.8117175,NA,NA,0.737553313333333,NA,NA,0.507136321355018,NA,NA,1.09088256011377,NA,NA,58,6,14,93,61,NA,1.36459187413793,1.5266642,1.67464754285714,1.41983548290323,2.00754250983607,NA,1.20035089588075,0.776498777304534,1.10263709945945,1.03235674919888,0.902010205640544,NA,11,50,6,9,4,NA,83,95,97,75,87,NA,0.83,0.95,0.97,0.75,0.87,NA,0.16,0.05,0.03,0.19,0.13,NA,1.94862313635595,3.28970725390294,3.7615872163025,1.55238604524731,2.2527822580776,NA
"ATMBF18","17090",0,"SpaceCakesLevel 2-3-0",104,1139,18,"3167",910,1.33356614681319,0.852837800582232,18,1.15815022777778,1.51499116201062,211,1.44379633270142,1.24508850914786,11,10,0.91,557,353,NA,1.07343538599641,1.74402743229462,NA,0.690446683885741,0.921533197921885,NA,695,444,NA,557,353,NA,0.801438848920863,0.795045045045045,NA,147,4,60,NA,1.50517664081633,2.51171225,1.48646223833333,211,0.696682464454976,9,80,0.8,0.19,1.71951752862414,0,0.10248,NA,"SpaceCakesLevel 0-4-1","SpaceCakesLevel 2-3-0",NA,30,104,NA,695,444,NA,11,7,NA,"1801","1366",NA,557,353,NA,1.07343538599641,1.74402743229462,NA,0.690446683885741,0.921533197921885,NA,14,4,NA,0.43207215,3.6994235,NA,0.439156783926905,1.04853489503863,NA,124,87,NA,1.27793163145161,1.68020119425287,NA,1.2160385104094,1.25472019145265,NA,4,23,NA,80,80,NA,0.8,0.79,NA,0.18,0.2,NA,1.75698632141573,1.64804248059115,NA,0.066815,0,0,0.6507149,0.10248,NA,"SpaceCakesLevel 0-3-0","SpaceCakesLevel 1-1-0","SpaceCakesLevel 0-2-2","SpaceCakesLevel 2-3-0","SpaceCakesLevel 2-3-0",NA,30,30,45,60,44,NA,240,260,255,240,144,NA,6,8,5,5,3,NA,"546","592","769","697","563",NA,190,217,200,179,124,NA,0.927207063684211,1.26030238110599,1.03647317,1.83325911675978,1.84227595887097,NA,0.625691335609818,0.830884283862456,0.620984573852605,0.970861378910526,0.735515994773621,NA,0,3,11,4,0,NA,NA,0.45024,0.427117281818182,3.6994235,NA,NA,NA,0.779838555599811,0.359110879182285,1.04853489503863,NA,NA,50,40,44,57,20,NA,0.891641378,1.818916755,1.27771259318182,1.74109310526316,1.5920313,NA,0.688951312966355,1.56704170425955,1.09524041487531,1.40743324061932,0.9305201024406,NA,12,12,18,25,31,NA,79,83,78,75,86,NA,0.79,0.83,0.78,0.74,0.86,NA,0.21,0.16,0.17,0.24,0.14,NA,1.61284249403648,1.94862313635595,1.72635846733488,1.349647968233,2.16063868162991,NA
"ATMBF18","17093",0.032935,"SpaceCakesLevel 3-1-0",40,1879,25,"4052",1647,1.17254658773528,0.719753579686369,14,1.5466975,1.33760036400113,218,1.22985291100917,0.844058983832344,16,15,0.94,777,870,NA,0.964420265122265,1.35842492413793,NA,0.691552842586787,0.693441174604318,NA,828,1051,NA,777,870,NA,0.938405797101449,0.827783063748811,NA,175,2,40,1,1.46033189314286,2.727615,1.3005501825,217,0.806451612903226,2,88,0.88,0.12,2.34997358413218,0.032935,0.217185,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-1-0",NA,60,40,NA,828,1051,NA,10,15,NA,"1846","2206",NA,777,870,NA,0.964420265122265,1.35842492413793,NA,0.691552842586787,0.693441174604318,NA,0,14,NA,NA,1.5466975,NA,NA,1.33760036400113,NA,51,167,NA,1.20790819411765,1.23655459101796,NA,1.04062967164197,0.777782421224633,NA,7,4,NA,94,83,NA,0.94,0.83,NA,0.06,0.16,NA,3.10954718919371,1.94862313635595,NA,0.033215,0.300305,0.032935,0.466355,0.217185,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 1-3-0","SpaceCakesLevel 0-2-5","SpaceCakesLevel 3-1-0","SpaceCakesLevel 3-0-0",NA,40,40,60,40,21,NA,310,340,448,440,341,NA,9,9,7,9,7,NA,"648","805","935","842","822",NA,272,317,423,356,279,NA,1.06562293455882,0.945459550473186,0.926393561702128,1.51387761685393,1.47247027275986,NA,0.603755778474791,0.429420410440168,0.784791985813619,0.733474436327467,0.69191576543284,NA,0,0,0,0,14,NA,NA,NA,NA,NA,1.5466975,NA,NA,NA,NA,NA,1.33760036400113,NA,38,23,25,84,48,NA,1.36909505,0.996677343478261,0.935033084,1.25282157261905,1.34470634583333,NA,1.03065016461121,0.426576393869084,0.851997910197635,0.628713469254166,1.09374145605856,NA,13,12,13,9,6,NA,88,93,94,81,82,NA,0.88,0.93,0.94,0.81,0.82,NA,0.12,0.07,0.06,0.19,0.14,NA,2.34997358413218,2.95158205635834,3.10954718919371,1.75579259010246,1.99568442865777,NA
"ATMBF18","17096",0,"SpaceCakesLevel 2-1-11",34,1590,38,"3674",1065,1.422029430723,1.37159657456058,103,1.47040673106796,1.64623380195559,422,1.4847501621327,1.57605686876977,10,9,0.9,508,557,NA,1.20108504450787,1.62353705764811,NA,0.955683880410525,1.63768778528233,NA,655,935,NA,508,557,NA,0.77557251908397,0.59572192513369,NA,243,16,163,NA,1.44184526876543,1.30453925,1.47477844233129,422,0.575829383886256,2,67,0.67,0.27,1.05272615668986,0,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 2-1-11",NA,30,34,NA,655,935,NA,14,24,NA,"1992","1682",NA,508,557,NA,1.20108504450787,1.62353705764811,NA,0.955683880410525,1.63768778528233,NA,22,81,NA,0.860184463636364,1.63614611234568,NA,0.804998975132938,1.77624271460333,NA,125,297,NA,1.288344728,1.56741238188552,NA,1.43167917500707,1.62822487598041,NA,5,4,NA,78,60,NA,0.78,0.6,NA,0.19,0.32,NA,1.65008950923991,0.721045902250308,NA,0,0.13428,0,0,0,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-0-9","SpaceCakesLevel 2-0-7","SpaceCakesLevel 2-1-11",NA,40,60,30,12,34,NA,310,155,320,292,513,NA,9,3,10,8,13,NA,"655","786","789","522","922",NA,269,117,224,159,296,NA,0.998505911152416,1.34147705726496,1.2030512165625,1.92707295918239,1.7331836652027,NA,0.498782618568832,1.07121244959129,1.10751671261552,2.03619630631949,1.58842917832751,NA,0,11,11,38,43,NA,NA,0.923698190909091,0.796670736363636,1.32944105526316,1.90718779069767,NA,NA,0.520425290996991,1.03977486294044,1.60153054909313,1.89465559553157,NA,41,27,85,95,174,NA,0.923780631707317,1.44473517407407,1.21580653529412,1.66656420736842,1.65525607827586,NA,0.699755795527193,1.33534695602414,1.53000406318221,1.63296841329707,1.70888321063733,NA,13,39,9,4,7,NA,87,75,70,54,58,NA,0.87,0.75,0.7,0.54,0.58,NA,0.13,0.18,0.27,0.33,0.34,NA,2.2527822580776,1.5898548380389,1.13721350372467,0.540346886184704,0.614356608583255,NA
"ATMBF18","17099",0.066765,"SpaceCakesLevel 3-3-0",50,1718,30,"4048",1564,1.78598855268542,0.924648972855943,11,1.80931027272727,1.54703195099378,143,1.86697239097902,1.2701060100307,19,18,0.95,663,901,NA,1.5200131040724,1.98170633562708,NA,0.766930911738704,0.980665371566063,NA,704,1014,NA,663,901,NA,0.941761363636364,0.888560157790927,NA,104,2,37,NA,2.35996705769231,3.02781,1.51214881918919,143,0.727272727272727,3,91,0.91,0.08,2.74582659399985,0.070895,0.066765,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-3-0",NA,60,50,NA,704,1014,NA,12,18,NA,"1709","2339",NA,663,901,NA,1.5200131040724,1.98170633562708,NA,0.766930911738704,0.980665371566063,NA,0,11,NA,NA,1.80931027272727,NA,NA,1.54703195099378,NA,41,102,NA,1.84686831707317,1.87505344029412,NA,1.10603319685031,1.33540674237069,NA,9,5,NA,94,89,NA,0.94,0.89,NA,0.06,0.1,NA,3.10954718919371,2.50807968558121,NA,0.070895,0.066765,0.433185,0.8500801,0.8675799,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 0-3-6","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-3-0",NA,14,60,30,10,50,NA,193,435,390,370,330,NA,6,13,10,8,6,NA,"442","915","966","818","907",NA,176,384,364,334,306,NA,1.35739014488636,1.16420916614583,1.68323150659341,2.48332337035928,2.17386548039216,NA,0.814937859166479,0.481937484789863,0.772407782827339,0.971832752961567,0.823800129742935,NA,1,0,0,1,9,NA,0.566135,NA,NA,5.489485,1.53853255555556,NA,NA,NA,NA,NA,1.01143602386213,NA,16,51,26,35,15,NA,1.262594675,1.00200705705882,2.15720716153846,2.94055668571429,2.44442046666667,NA,0.770720041970162,0.475908596589802,1.17268393537745,1.24108191072879,1.47728190467314,NA,7,14,8,3,15,NA,91,88,93,90,93,NA,0.91,0.88,0.93,0.9,0.93,NA,0.09,0.12,0.07,0.1,0.05,NA,2.68151006738043,2.34997358413218,2.95158205635834,2.5631031310892,3.12064465513064,NA
"ATMBF18","17132",0.0165,"SpaceCakesLevel 2-4-0",64,1182,20,"3636",955,2.12008390167539,1.19370956011506,25,0.9742478284,1.08770224627235,202,2.21852953915842,1.41824837425922,10,7,0.7,490,465,NA,1.72315776877551,2.53835014924731,NA,1.17326869511148,1.06644321890268,NA,618,564,NA,490,465,NA,0.792880258899676,0.824468085106383,NA,146,2,52,2,2.41732496164384,0.96769995,2.13071284423077,200,0.73,5,81,0.81,0.17,1.83206154819742,0.016695,0.0165,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 2-4-0",NA,30,64,NA,618,564,NA,11,9,NA,"2390","1246",NA,490,465,NA,1.72315776877551,2.53835014924731,NA,1.17326869511148,1.06644321890268,NA,23,2,NA,0.922782422173913,1.5661,NA,1.1198309126863,0.210576399437354,NA,105,97,NA,1.92266292104762,2.53879752783505,NA,1.56524620508296,1.16528221337208,NA,5,11,NA,79,82,NA,0.79,0.82,NA,0.17,0.17,NA,1.76058650016443,1.86953034098901,NA,0.016695,0.2669,0.40063,0.0165,0.7509999,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 0-1-0","SpaceCakesLevel 0-2-0","SpaceCakesLevel 2-4-0","SpaceCakesLevel 2-4-0",NA,30,18,60,39,25,NA,240,168,210,359,205,NA,7,5,3,8,4,NA,"649","759","982","754","492",NA,206,122,162,293,172,NA,2.00928703932039,1.7232814442623,1.35922123703704,2.52682898430034,2.55797631976744,NA,1.26027324890505,1.24691078748564,0.867233543708568,1.10145147380311,1.00684656958479,NA,2,9,12,2,0,NA,0,1.52257396666667,0.626735834166667,1.5661,NA,NA,0,1.5780808865239,0.390014786977943,0.210576399437354,NA,NA,32,37,36,64,33,NA,2.5318795375,2.02660789459459,1.27430470583333,2.5825308609375,2.45398136666667,NA,1.88701724675558,1.67355144577484,0.679835018341674,1.21553295816734,1.07402787745613,NA,12,11,29,11,12,NA,86,73,77,82,84,NA,0.86,0.72,0.77,0.82,0.84,NA,0.13,0.22,0.17,0.18,0.16,NA,2.20671046985376,1.3550347214599,1.69301210233141,1.83073017568563,1.98891576641951,NA
"ATMBF18","17135",0,"SpaceCakesLevel 2-3-0",7,856,14,"2855",726,1.80229038677686,1.15858596401358,11,2.02194572727273,2.56103021951691,119,1.93288665798319,1.62557114265615,9,8,0.89,418,308,NA,1.40180031461722,2.34581262756494,NA,0.895690024670048,1.25119893335392,NA,470,386,NA,418,308,NA,0.88936170212766,0.797927461139896,NA,73,2,41,3,2.37954137808219,2.995388,1.57854621707317,116,0.629310344827586,1,85,0.85,0.14,2.11675273030875,0.03421,0,NA,"SpaceCakesLevel 0-4-3","SpaceCakesLevel 2-3-0",NA,30,7,NA,470,386,NA,9,5,NA,"1819","1036",NA,418,308,NA,1.40180031461722,2.34581262756494,NA,0.895690024670048,1.25119893335392,NA,8,3,NA,1.547550625,3.28699933333333,NA,2.45508541730029,2.89785777998168,NA,44,75,NA,2.16582334318182,1.79623046933333,NA,1.88107561321625,1.45133503450104,NA,6,2,NA,89,80,NA,0.89,0.8,NA,0.09,0.2,NA,2.56728315372683,1.68324246714583,NA,0.36625,0.0505,0.03421,0.3501,0,NA,"SpaceCakesLevel 0-3-1","SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-4-3","SpaceCakesLevel 2-3-0","SpaceCakesLevel 2-2-1",NA,10,60,30,7,11,NA,160,100,210,275,111,NA,5,2,7,4,3,NA,"504","474","841","615","421",NA,138,81,199,233,75,NA,1.27250504565217,1.22380866185185,1.5639112241206,2.703759227897,1.23379185586667,NA,0.90982598699019,0.630915768411274,0.951312572319165,1.14660699951649,0.846282713898524,NA,3,5,0,3,0,NA,3.98770166666667,0.08346,NA,3.28699933333333,NA,NA,2.60754256937242,0.0564274578551967,NA,2.89785777998168,NA,NA,19,14,11,39,36,NA,2.89345673684211,1.19732142857143,2.14164082727273,2.71037384871795,0.805908475,NA,2.09481124290469,1.43050066544693,1.52855125531022,1.30375854834267,0.817356834325837,NA,6,60,14,3,10,NA,86,81,95,85,68,NA,0.86,0.81,0.95,0.85,0.67,NA,0.12,0.14,0.05,0.14,0.33,NA,2.25530613288105,1.95821563586618,3.28970725390294,2.11675273030875,0.879826331346468,NA
"ATMBF18","17138",0,"SpaceCakesLevel 3-0-1",40,1449,24,"4141",1127,1.89067786680568,1.09352738801538,19,1.51216984263158,1.64206470465727,303,1.77099792508251,1.28922066382582,11,5,0.45,679,448,NA,1.58834951706922,2.348894271875,NA,1.09953135348147,0.910621826887526,NA,869,580,NA,679,448,NA,0.781357882623705,0.772413793103448,NA,197,3,103,NA,2.05495573299492,1.53493367,1.56456901456311,303,0.65016501650165,3,78,0.78,0.21,1.57861446120693,0,0,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 3-0-1",NA,30,40,NA,869,580,NA,15,9,NA,"2800","1341",NA,679,448,NA,1.58834951706922,2.348894271875,NA,1.09953135348147,0.910621826887526,NA,19,0,NA,1.51216984263158,NA,NA,1.64206470465727,NA,NA,171,132,NA,1.52403056783626,2.09093291060606,NA,1.46666560061252,0.925968478821898,NA,3,7,NA,78,77,NA,0.78,0.77,NA,0.2,0.23,NA,1.6138144477616,1.47769369837043,NA,0,0.016,0.48315,0,0.7841899,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-3-6","SpaceCakesLevel 3-0-1","SpaceCakesLevel 2-4-0",NA,30,45,30,40,80,NA,329,135,405,440,140,NA,7,4,11,9,2,NA,"847","796","1157","955","386",NA,233,91,355,333,115,NA,1.17260960553648,1.42738123846154,1.90247772197183,2.37784422792793,2.26506526869565,NA,0.927956836989226,0.9948355756883,1.13143640950513,0.897584722981114,0.946373316149863,NA,3,11,5,0,0,NA,0,1.10119091,3.3236254,NA,NA,NA,0,0.938077225449115,1.91115923550101,NA,NA,NA,93,33,45,107,25,NA,0.910913698924731,1.56557355454545,2.76067390666667,2.06098337570093,2.21911692,NA,1.01941415450206,1.20289167673535,1.65106322302224,0.908734240860209,1.0058241717337,NA,9,33,7,9,57,NA,71,67,88,76,82,NA,0.71,0.67,0.88,0.76,0.82,NA,0.28,0.25,0.11,0.24,0.18,NA,1.13622622682689,1.11440291586932,2.4015149121027,1.41260512568018,1.83073017568563,NA
"ATMBF18","17141",0.1165,"SpaceCakesLevel 2-3-0",8,915,18,"2615",736,2.11340611725543,1.27377463974567,76,3.33192996052632,2.32647337803863,103,2.83413701941748,1.60121050670654,9,8,0.89,312,424,NA,1.29125170576923,2.71838766533019,NA,0.628201866887847,1.28983002074313,NA,330,585,NA,312,424,NA,0.945454545454545,0.724786324786325,NA,73,8,22,NA,2.94723883424658,2.707232375,3.29144581818182,103,0.70873786407767,1,80,0.8,0.11,2.06814935360952,0.1165,0.1503,NA,"SpaceCakesLevel 0-3-0","SpaceCakesLevel 2-3-0",NA,30,8,NA,330,585,NA,5,13,NA,"1288","1327",NA,312,424,NA,1.29125170576923,2.71838766533019,NA,0.628201866887847,1.28983002074313,NA,0,76,NA,NA,3.33192996052632,NA,NA,2.32647337803863,NA,18,85,NA,1.35060605555556,3.14829651764706,NA,0.75079024963207,1.55811190119857,NA,9,1,NA,95,72,NA,0.94,0.72,NA,0.06,0.15,NA,3.10954718919371,1.61927489676501,NA,0.1165,0.26705,0.8175299,0.1503,NA,NA,"SpaceCakesLevel 0-3-0","SpaceCakesLevel 1-0-1","SpaceCakesLevel 2-3-0","SpaceCakesLevel 2-2-0",NA,NA,30,30,8,17,NA,NA,150,240,388,137,NA,NA,4,5,9,4,NA,NA,"499","895","977","244",NA,NA,144,225,263,104,NA,NA,1.54218255069444,1.20914695511111,3.0183562513308,2.57218130769231,NA,NA,0.711236109093001,0.571114934872745,1.26803553831797,1.23708988393183,NA,NA,0,0,72,4,NA,NA,NA,NA,3.43173444444444,1.53544925,NA,NA,NA,NA,2.31320096950784,2.03269195991479,NA,NA,6,15,53,29,NA,NA,1.39329998333333,1.39588027333333,3.63456267924528,2.41332024137931,NA,NA,0.839891581329401,0.721466566838086,1.5148529153506,1.32011931449065,NA,NA,20,12,2,12,NA,NA,96,94,68,76,NA,NA,0.96,0.94,0.68,0.76,NA,NA,0.04,0.06,0.14,0.21,NA,NA,3.50137214250434,3.10954718919371,1.54801813992946,1.51272380985833,NA,NA
